id,type,status,tiny_link,title,content,is_internal
172721356,page,current,/x/zIRLCg,Price Quote API : How it works? (A high level overview),"The latest updates are present in the below location: (Updated on : 02/22/2022) Price Quote API gives complete data of the customer that is stored in the Oracle BRM database. This is being used by Dell.com and DSA to render their quote page. Just to give some back ground, Dell.com and DSA were calling the BRM data base initially, which used to take around 20 seconds to get the response.  The SLA for the response is < 2 seconds. In order to resolve this issue, a new architecture has been introduced. Instead of taking data directly from BRM DB, Below process has been followed. Every update to the purchased product and bill plan (billinfo) a trigger (BILLPLAN_TRIGGER), Payment information in BRM will be called. The trigger, retrieves the customer ID (DCN), BIll_info_id (Bill plan id) and the account poid En queues the payload (as per Point #2) in BRMSTORE_EVENT_Q Below process explains the event driven data sync up between Oracle Database (Billing database) and Elastic Store through Astra engine and subscriber. The Astra Engine De queues the messages that are in BRMSTOR_EVENT_Q Using the Payload  the FB Store Subscriber module brings the required information from BRM DB  and stores them in the FB  Store. When Dell.com and DSA  needs  to get the quote, instead of calling BRM DB, they reach out to FB Gateway. FB Gateway calls the FB Susbscription Quote API which brings the data quickly from FB Store. The current SLA to bring the data with this approach  is <800 milli seconds.",False
182389386,page,current,/x/igrfCg,OMEGA Country List,,False
182780869,page,current,/x/xQPlCg,AR Architecture Slides,250 250,False
182780871,page,current,/x/xwPlCg,ARStore Non Prod MDC Servers,,False
182977997,page,current,/x/zQXoCg,Arstore Important URLs (Non prod),"ARSTORE UI url’s for Non-Prod instances ENV URL DIT1 https://arstoreui-dit1.ausvtc01.pcf.dell.com/ GE1 https://arstoreui-ge1.ausvtc01.pcf.dell.com/ GE2 https://arstoreui-ge2.ausvtc01.pcf.dell.com/ GE3 https://arstoreui-ge3.ausvtc01.pcf.dell.com/ GE4 https://arstoreui-ge4.ausvtc01.pcf.dell.com Steps to Repush from ARStore UI Event Name: dell.apps.xxg.arstore.transaction.complete dell.apps.xxg.ar.trx.gl .posted Application Name : ARstore/Choose the corresponding downstream BU Name: Choose the corresponding BU Transaction Numbers: Provide comma separated list of transaction numbers Note: Old AR Store config UI has been decommissioned. Refer below document for more details on AR store UI. 250 Kibana DEV https://ausilarui01.us.dell.com:8081/kibana Kibana SIT https://onear-nonprod.us.dell.com/kibana RabbitMQ DEV Console https://ausilarui01.us.dell.com:8081/rabbitmq-dev RabbitMQ DEV ausilarui01.us.dell.com :9042 RabbitMQ SIT Console https://onear-nonprod.us.dell.com/rabbitmq-sit/ RabbitMQ SIT ausularui01.us.dell.com :9042 ausslarui01.us.dell.com :9042 OneAR LoggerStore - DIT https://ausilarui01.us.dell.com:8081/es-ar/ OneAR Logger Store – SIT/PERF https://ausslarlescln01.us.dell.com:9201 https://ausslarlescln02.us.dell.com:9201 OneAR DataSTORE - DIT https://ausilarui01.us.dell.com:8081/arstore-es/ OneAR DataSTORE – SIT/PERF https://ausularescln01.us.dell.com:9205 https://ausularescln02.us.dell.com:9205 Omega CFO Weblogic Consoles GE2 https://u4vmotcdevap14.us.dell.com:8556/console/login/LoginForm.jsp GE4 http://ausulge4qtc01.us.dell.com:7550/console/login/LoginForm.jsp ConsDB TNS Entries: User Name : XXSQL_USER Password: SQL_USER    ( Read only User ) AR_SERVICE_GE2_TLS = (DESCRIPTION = (ADDRESS = (PROTOCOL = TCPS)(HOST = arsv2si1db-cname.us.dell.com )(PORT = 1523)) (CONNECT_DATA = (SERVER = DEDICATED) (SERVICE_NAME = arsv2s_rw.sit.amer.dell.com ) ) (SECURITY=(SSL_SERVER_CERT_DN=""CN= arservicenp.us.dell.com ,OU=IEO,O=Dell Technologies"")) ) AR_SERVICE_GE4_TLS = (DESCRIPTION = (ADDRESS = (PROTOCOL = TCPS)(HOST = arsv4si1db-cname.us.dell.com )(PORT = 1523)) (CONNECT_DATA = (SERVER = DEDICATED) (SERVICE_NAME = arsv4s_rw.sit.amer.dell.com ) ) (SECURITY=(SSL_SERVER_CERT_DN=""CN= arservicenp.us.dell.com ,OU=IEO,O=Dell Technologies"")) ) AR_SERVICE_GE2 = (DESCRIPTION = (ADDRESS = (PROTOCOL = TCP)(HOST = arsv2si1db-cname.us.dell.com )(PORT = 1521)) (CONNECT_DATA = (SERVER = DEDICATED) (SERVICE_NAME = arsv2s_rw.sit.amer.dell.com ) ) ) AR_SERVICE_GE4 = (DESCRIPTION = (ADDRESS = (PROTOCOL = TCP)(HOST = arsv4si1db-cname.us.dell.com )(PORT = 1521)) (CONNECT_DATA = (SERVER = DEDICATED) (SERVICE_NAME = arsv4s_rw.sit.amer.dell.com ) ) ) AR_SERVICE_GE3_TLS = (DESCRIPTION = (ADDRESS = (PROTOCOL = TCPS)(HOST = arsv3si1db-cname.us.dell.com )(PORT = 1523)) (CONNECT_DATA = (SERVER = DEDICATED) (SERVICE_NAME = arsv3s_rw.sit.amer.dell.com ) ) (SECURITY=(SSL_SERVER_CERT_DN=""CN= arservicenp.us.dell.com ,OU=IEO,O=Dell Technologies"")) ) AR_SERVICE_GE3 = (DESCRIPTION = (ADDRESS = (PROTOCOL = TCP)(HOST = arsv3si1db-cname.us.dell.com )(PORT = 1521)) (CONNECT_DATA = (SERVER = DEDICATED) (SERVICE_NAME = arsv3s_rw.sit.amer.dell.com ) ) ) PROD: arsrvp_rw_oud = (DESCRIPTION = (CONNECT_TIMEOUT=90)(RETRY_COUNT=20)(RETRY_DELAY=3)(TRANSPORT_CONNECT_TIMEOUT=3 sec) (ADDRESS_LIST = (LOAD_BALANCE=on) (ADDRESS = (PROTOCOL = TCP)(HOST = arsrvpr3db-cname.us.dell.com )(PORT = 1521)) ) (ADDRESS_LIST = (LOAD_BALANCE=on) (ADDRESS = (PROTOCOL = TCP)(HOST = arsrvpr4db-cname.us.dell.com )(PORT = 1521)) ) (CONNECT_DATA = (SERVER = DEDICATED) (SERVICE_NAME = arsrvp_rw.prd.amer.dell.com ) ) ) arsrvp_ro_oud = (DESCRIPTION = (CONNECT_TIMEOUT=90)(RETRY_COUNT=20)(RETRY_DELAY=3)(TRANSPORT_CONNECT_TIMEOUT=3 sec) (ADDRESS_LIST = (LOAD_BALANCE=on) (ADDRESS = (PROTOCOL = TCP)(HOST = arsrvpr3db-cname.us.dell.com )(PORT = 1521)) ) (ADDRESS_LIST = (LOAD_BALANCE=on) (ADDRESS = (PROTOCOL = TCP)(HOST = arsrvpr4db-cname.us.dell.com )(PORT = 1521)) ) (CONNECT_DATA = (SERVER = DEDICATED) (SERVICE_NAME = arsrvp_ro.prd.amer.dell.com ) ) ) arsrvp_rw_oud_tls = (DESCRIPTION = (CONNECT_TIMEOUT=90)(RETRY_COUNT=20)(RETRY_DELAY=3)(TRANSPORT_CONNECT_TIMEOUT=3 sec) (ADDRESS_LIST = (LOAD_BALANCE=on) (ADDRESS = (PROTOCOL = TCPS)(HOST = arsrvpr3db-cname.us.dell.com )(PORT = 1523)) ) (ADDRESS_LIST = (LOAD_BALANCE=on) (ADDRESS = (PROTOCOL = TCPS)(HOST = arsrvpr4db-cname.us.dell.com )(PORT = 1523)) ) (CONNECT_DATA = (SERVER = DEDICATED) (SERVICE_NAME = arsrvp_rw.prd.amer.dell.com ) ) (SECURITY=(SSL_SERVER_CERT_DN=""CN= arserviceprod.us.dell.com ,OU=IEO,O=Dell Technologies"")) ) arsrvp_ro_oud_tls = (DESCRIPTION = (CONNECT_TIMEOUT=90)(RETRY_COUNT=20)(RETRY_DELAY=3)(TRANSPORT_CONNECT_TIMEOUT=3 sec) (ADDRESS_LIST = (LOAD_BALANCE=on) (ADDRESS = (PROTOCOL = TCPS)(HOST = arsrvpr3db-cname.us.dell.com )(PORT = 1523)) ) (ADDRESS_LIST = (LOAD_BALANCE=on) (ADDRESS = (PROTOCOL = TCPS)(HOST = arsrvpr4db-cname.us.dell.com )(PORT = 1523)) ) (CONNECT_DATA = (SERVER = DEDICATED) (SERVICE_NAME = arsrvp_ro.prd.amer.dell.com ) ) (SECURITY=(SSL_SERVER_CERT_DN=""CN= arserviceprod.us.dell.com ,OU=IEO,O=Dell Technologies"")) ) GE4  Engine http://10.175.131.138:4002/pending/count (NONUS) http://10.175.131.138:4001/pending/count (US)",False
182978188,page,current,/x/jAboCg,AR Useful Links,,False
186155052,page,current,/x/LIAYCw,AR Gateway UpStream Integrations,Please find details  of New  interfaces re written on Common AR /Digital AR future state architecture  ( AR Gateway and AR MicroServices)  under below sections Upstream applications for AR ( e.g  as below) 1)  BRM  US/EMEA/APJ 2)  Mexico Invoicing ( DOMS ) 3) Digital OM 4)  PAM Details as Below : Type Project Description App Name Source Rabbit MQ Git Path UpStream BRM US Invoicing flow for BRM US Region brm-us-ar-request-producer abacus.NSAR_BRM_FBGATE_MQ https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/brm/us/brm-us-ar-request-producer brm-us-ar-request-consumer abacus.NSAR_INV_REQUEST_MQ https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/brm/us/brm-us-ar-request-consumer brm-us-ultimate-consumer abacus.BRM_INVOICE_CREATIONMQ https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/brm/us/brm-us-ultimate-consumer UpStream BRM EMEA/APJ Invoicing flow for BRM EMEA and APJ Regions brm-emea-ar-request-producer abacus.BRM_FBGATE_EMEA_MQ https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/brm-emea-ar-request-producer BRM-AR-REQUEST-CONSUMER-EMEA abacus.BRM_INV_REQUEST_EMEA_MQ https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/BRM-AR-REQUEST-CONSUMER-EMEA brm-apj-ar-request-producer abacus.BRM_FBGATE_APJ_MQ https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/brm-apj-ar-request-producer UpStream MX Customer and Invoice Creation events from DOMS/AXIS Only for MX BU ( CA and PERU still in OCI batch file process) CreateInvoiceRequestProducer abacus.ASTRA_INVOICE_EVENT_Q https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/CreateInvoiceRequestProducer CreateConsInvoiceReqProducer abacus.CE_EVENT_Q https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/CreateConsInvoiceReqProducer CreateConsInvoiceReqConsumer abacus.ConsInvRequestQ https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/CreateConsInvoiceReqConsumer AR-InvoiceRequestConsumer abacus.InvoiceRequestMQ0 https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/AR-InvoiceRequestConsumer AR-InvoiceRequestConsumer-1 abacus.InvoiceRequestMQ1 https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/AR-InvoiceRequestConsumer-1 AR-InvoiceRequestConsumer-2 abacus.InvoiceRequestMQ2 https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/AR-InvoiceRequestConsumer-2 AR-InvoiceRequestConsumer-3 abacus.InvoiceRequestMQ3 https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/AR-InvoiceRequestConsumer-3 AR-InvoiceRequestConsumer-4 abacus.InvoiceRequestMQ4 https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/AR-InvoiceRequestConsumer-1 ARCustomerEnrichment NA https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/ARCustomerEnrichment AR-DOMS-CUSTOMER-CONSUMER abacus.ASTRA_CUSTOMER_EVENT_Q https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/AR-DOMS-CUSTOMER-CONSUMER ARINVOICE-CEORDERSTATUS-PROVIDER abacus.ORDER_STATUSMQ https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/ARINVOICE-CEORDERSTATUS-PROVIDER UpStream DigitalOM Invoicing flow for DigitalOM orders ( Invoice Event triggered by DIT i.e Digital invoice trigger  GCMP team) arinvoice-digitalom-producer abacus.NSAR_INV_OM_GATE_MQ https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/ARInvoice-DIGITALOM-PRODUCER UpStream PAM Affinity ID updates of Customers ar-pamcustomereventproducer abacus.PAMCustomerEventMQ https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/AR-PAMCustomerEventProducer ar-pamcustomer-consumer abacus.PAMSyncCustomerRequestMQ https://gitlab.dell.com/gcbs/accountreceivables/ar-gateway/AR-PAMCustomer-Consumer abacus.PAMSyncCustomerRequestMQ_DM,False
186155054,page,current,/x/LoAYCw,BRM Invoicing (US ),,False
186155056,page,current,/x/MIAYCw,Account Receivables ( AR ),I mportant SubModules in AR Invoicing Tax   ( EBTax and Sabrix Integration) Customers Collections Credit Management Cash Apps  ( Receipts) Payments  ( Credit Card/paypal / integrations) Accounting Omega MD050's  Link http://intranet.dell.com/it/OrderToCash/MD50s/Forms/AllItems.aspx,False
186155064,page,current,/x/OIAYCw,Invoicing,,False
186156563,page,current,/x/E4YYCw,FY21 - Release Information,Useful Links: GITLAB | Release Information | Enterprise Release Management | FlexDeploy | AR DevOps Portal | AR Release View Dashboard | CheckMarx | SonarQube | Release FY21FW49-0102 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY21_0102_DIT DIT2 FY21_0102_SIT GE4 03-Nov-20 08-Dec-20 09-Dec-20 04-Jan-2021 to 10-Jan-2021 Link Link Link Release FY21FW40-1101 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY21_1101_DIT DIT2 FY21_1101_SIT GE4 22-Sep-20 20-Oct-20 21-Oct-20 4-Nov-20 Link Link Link Release FY21FW37-1003 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY21_1003_DIT DIT2 FY21_1003_SIT GE2 1-Sep-20 29-Sep-20 30-Sep-20 17-Oct-20 Link Link Link Release FY21FW32-0902 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY21_0902_DIT DIT1 FY21_0902_SIT GE1 28-Jul-20 31-Aug-20 1-Sep-20 12-Sep-20 Link Link Link Release FY21FW29-0803 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY21_0803_DIT DIT1 FY21_0803_SIT GE4 7-Jul-20 4-Aug-20 5-Aug-20 23-Aug-20 Link Link Link Release FY21FW23-0702 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY21_0702_DIT DIT2 FY21_0702_SIT GE2 26-May-20 23-Jun-20 24-Jun-20 12-Jul-20 Link Link Link Release FY21FW19-0602 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY21_0602_DIT DIT2 FY21_0602_SIT GE2 28-Apr-20 26-May-20 27-May-20 12-Jun-20 Link Link Link Release FY21FW15-0502 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY21_0502_DIT DIT1 FY21_0502_SIT GE4 31-Mar-20 28-Apr-20 29-Apr-20 15-May-20 Link Link Link Release FY21FW11-0403 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY21_0403_DIT DIT2 FY21_0403_SIT GE2 3-Mar-20 31-Mar-20 1-Apr-20 18-Apr-20 Link Link Link Release FY21FW06-0302 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY21_0303_DIT DIT2 FY21_0303_SIT GE2 28-Jan-20 24-Feb-20 25-Feb-20 15-Mar-20 Link Link Link Release FY21FW02-0202 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY21_0202_DIT DIT1 FY21_0202_SIT GE4 17-Dec-19 28-Jan-20 29-Jan-20 16-Feb-20 Link Link Link,False
186156565,page,current,/x/FYYYCw,FY22 - Release Information,Useful Links: GITLAB | Release Information | Enterprise Release Management | FlexDeploy | AR DevOps Portal | AR Release View Dashboard | CheckMarx | SonarQube | Release FY22FW02-0202/FY22FW03-0203 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY22_0202_DIT DIT1 FY22_0202_SIT GE2 15-Dec-20 26-Jan-21 27-Jan-21 20-Feb-21/ 21-Feb-21 Link Link / 0203 Link Link / 0203 Link Release FY22FW06-0302 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY22_0302_DIT DIT2 FY22_0302_SIT GE4 15-Jan-21 2-Mar-21 8-Mar-21 10-Mar-21 Link Link Release FY22FW10-0402 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY22_0402_DIT DIT2 FY22_0402_SIT GE4 16-Mar-21 30-Mar-21 31-Mar-21 7-Apr-21/8-Apr-21 Link Link Release FY22FW15-0502 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY22_0502_DIT DIT1 FY22_0502_SIT GE2 23-Mar-21 27-Apr-21 28-Apr-21 15-May-21/16-May-21 Link Link Release FY22FW19-0602 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY22_0602_DIT DIT2 FY22_0602_SIT GE4 26-April 1-Jun 8-Jun 10-Jun/11-Jun Link Link Release FY22FW23-0702 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY22_0702_DIT DIT2 FY22_0702_SIT GE4 8-Jun 29-Jun 6-Jul Link Link Release FY22FW29-0803 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY22_0803_DIT DIT1 FY22_0803_SIT GE2 22-Jun 3-Aug 10-Aug Link Link Release 0902 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY22_DIT DIT FY22_0902_SIT GE4 Link Link Release FY22-FW36-1002 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY22_1002_DIT DIT2 FY22_1002_SIT GE4 17-Aug 21-Sep 28-Sep Link Link Release FY22-FW41-1102 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY22_1102_DIT DIT2 FY22_1102_SIT GE2 28-Sep 3-Nov 9-Nov Link Link Release FY22-FW50-0103 Gitlab Branch Target Environment Scope Lock Code Lock Regression PROD Deployment Scope Query SIT Promotion Query SCM Query FY22_0103_DIT DIT2 FY22_0103_SIT GE2 26-OCT 7-DEC 14-DEC Link Link,False
